name,description,accords.cítrico,accords.aromático,accords.fresco especiado,accords.amaderado,accords.lavanda,accords.fresco,calificationNumbers.ratingValue,calificationNumbers.bestRating,calificationNumbers.ratingCount,piramidFragrance.salida,piramidFragrance.corazon,piramidFragrance.base,piramidFragrance.ingredientes,accords.terrosos,accords.Floral amarillo,accords.dulce,accords.cálido especiado,accords.ozónico,accords.verde,accords.floral blanco,accords.almizclado,accords.atalcado,accords.nardos,accords.iris,accords.florales,accords.violeta,accords.rosas,accords.herbal,accords.especiado suave,accords.cuero,accords.ámbar,accords.afrutados,accords.pachulí,accords.avainillado,accords.almendrado,accords.anís,accords.nueces,accords.marino,accords.animálico,accords.salado,accords.balsámico,accords.acuático,accords.amielado,accords.oud,accords.ahumado,accords.cacao,accords.café,accords.metálico,accords.tabaco,accords.canela,accords.acerezado,accords.chocolate,accords.musgoso,accords.tropical,accords.lactónico,accords.alcanforados,accords.Whisky,accords.ron,accords.coco,accords.caramelo,accords.aldehídico,accords.jabonoso,accords.conífera,accords.mineral,accords.cera de abeja,accords.amargo,accords.champán,accords.alcohol,accords.vodka,accords.cannabis,accords.arena,accords.Vino,accords.coca-cola,accords.pegamento industrial,accords.cinta scotch,accords.arcilla,accords.asfalto,accords.vinyl,accords.Pear,accords.terpénico,accords.pelota de tenis,PerfumeURL,calificationText.MeEncanta,calificationText.MeGusta,calificationText.MeEsIndiferente,calificationText.NoMeGusta,calificationText.LaOdio,timeSeasons.Invierno,timeSeasons.Primavera,timeSeasons.Verano,timeSeasons.Otoño,timeDay.Dia,timeDay.Noche,longevity.escasa,longevity.débil,longevity.moderada,longevity.duradera,longevity.muy_duradera,sillage.suave,sillage.moderada,sillage.pesada,sillage.enorme,gender.femenino,gender.unisex_femenino,gender.unisex,gender.unisex_masculino,gender.masculino,price.extremadamente_costoso,price.ligeramente_costoso,price.precio_moderado,price.buen_precio,price.excelente_precio
Rien Etat Libre d'Orange para Hombres y Mujeres,Rien de Etat Libre d'Orange es una fragancia de la familia olfativa Amaderada Chipre para Hombres y Mujeres. Rien se lanzó en 2006. La Nariz detrás de esta fragrancia es Antoine Lie.,,,,55.37095675,,47.42675057,3.76,5,2250,,,,"['cuero', 'incienso', 'aldehídos', 'styrax', 'pachulí', 'musgo de roble', 'ámbar', 'ládano', 'iris', 'comino', 'pimienta negra', 'rosa']",50.02364824,,,55.77858832,,,,,,,,,,,,,63.01454968,100,,,,,,,,51.7331356,,58.09651689,,,,66.23030983,,,,,,,,,,,,,,,,59.04445068,,,,,,,,,,,,,,,,,,,,,https://www.fragrantica.es/perfume/Etat-Libre-d-Orange/Rien-4522.html,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rien Intense Incense Etat Libre d'Orange para Hombres y Mujeres,Rien Intense Incense de Etat Libre d'Orange es una fragancia de la familia olfativa Oriental Amaderada para Hombres y Mujeres. Rien Intense Incense se lanzó en 2014.,,,51.75890791,57.3084541,,,3.94,5,1578,,,,"['incienso', 'cuero', 'aldehídos', 'musgo de roble', 'ládano', 'pachulí', 'iris', 'ámbar', 'pimienta negra', 'comino', 'rosa']",54.81003795,,,60.72603717,,,,,,,,,,,,,67.64149622,100,,,,,,,,54.90340178,,60.5197031,,,,77.16180619,,,,,,,,,,,,,,,,64.44378497,,,,,,,,,,,,,,,,,,,,,https://www.fragrantica.es/perfume/Etat-Libre-d-Orange/Rien-Intense-Incense-24713.html,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rossy de Palma Eau de Protection Etat Libre d'Orange para Mujeres,"Rossy de Palma Eau de Protection de Etat Libre d'Orange es una fragancia de la familia olfativa Oriental Floral para Mujeres. Rossy de Palma Eau de Protection se lanzó en 2009. Rossy de Palma Eau de Protection fue creada por Antoine Lie y Antoine Maisondieu. Las Notas de Salida son jengibre, pimienta y bergamota; las Notas de Corazón son rosa de Bulgaria (rosa Damascena de Bulgaria), geranio y jazmín; las Notas de Fondo son pachulí, incienso, benjuí y cacao.",55.5783546,63.92147622,96.49035673,47.24919035,,,3.98,5,1207,"['jengibre', 'pimienta', 'bergamota']","['rosa de Bulgaria (rosa Damascena de Bulgaria)', 'geranio', 'jazmín']","['pachulí', 'incienso', 'benjuí', 'cacao']",,,,,100,,,,,,,,47.36296404,,92.29003529,46.67228587,,,53.17218919,,53.3498284,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://www.fragrantica.es/perfume/Etat-Libre-d-Orange/Rossy-de-Palma-Eau-de-Protection-2194.html,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Secretions Magnifiques Etat Libre d'Orange para Hombres y Mujeres,Secretions Magnifiques de Etat Libre d'Orange es una fragancia de la familia olfativa Amaderada para Hombres y Mujeres. Secretions Magnifiques se lanzó en 2006. La Nariz detrás de esta fragrancia es Antoine Lie.,,59.0185791,,47.58304729,,,2.51,5,2835,,,,"['algas marinas', 'leche', 'coco', 'iris', 'opopónaco', 'sándalo']",,,55.31974936,,,,,,47.18554908,,50.15469142,,,,,,,45.14847152,,,,,,,100,,,,78.99991937,,,,,,,,,,,,,91.74646963,,,,57.81197448,,,,,,,,,,,,,,,,,,,,,,,https://www.fragrantica.es/perfume/Etat-Libre-d-Orange/Secretions-Magnifiques-4523.html,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
She Was An Anomaly Etat Libre d'Orange para Hombres y Mujeres,"She Was An Anomaly de Etat Libre d'Orange es una fragancia de la familia olfativa Almizcle Floral Amaderado para Hombres y Mujeres. She Was An Anomaly se lanzó en 2019. La Nariz detrás de esta fragrancia es Daniela Andrier. La Nota de Salida es Mandarina verde; las Notas de Corazón son orquídea de vainilla, incienso y ciruela; las Notas de Fondo son almizcle, sándalo y ámbar.",,,,81.50511047,,,3.67,5,1385,['Mandarina verde'],"['orquídea de vainilla', 'incienso', 'ciruela']","['almizcle', 'sándalo', 'ámbar']",,,,49.38449141,54.81600312,,,,100,99.40296117,,,45.73253381,,,,,,57.15720821,,,,,,,,,,45.91963401,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://www.fragrantica.es/perfume/Etat-Libre-d-Orange/She-Was-An-Anomaly-56994.html,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sous Le Pont Mirabeau Etat Libre d'Orange para Hombres y Mujeres,"Sous Le Pont Mirabeau de Etat Libre d'Orange es una fragancia de la familia olfativa Aromática Acuática para Hombres y Mujeres. Esta fragrancia es nueva. Sous Le Pont Mirabeau se lanzó en 2023. Las Notas de Salida son hojas de higuera, pimienta rosa, bergamota y elemí; las Notas de Corazón son notas marinas, notas ozónicas, violeta y incienso de olíbano (franquincienso); las Notas de Fondo son sándalo, Orcanox™, almizcle, cedro y vainilla.",,91.42345576,,99.93686891,,69.6036181,3.63,5,620,"['hojas de higuera', 'pimienta rosa', 'bergamota', 'elemí']","['notas marinas', 'notas ozónicas', 'violeta', 'incienso de olíbano (franquincienso)']","['sándalo', 'Orcanox™', 'almizcle', 'cedro', 'vainilla']",,,,,,86.44167006,84.48646307,,66.38764611,77.51790483,,,,,,,,,,,,,,,,100,,57.99987621,,50.99975243,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://www.fragrantica.es/perfume/Etat-Libre-d-Orange/Sous-Le-Pont-Mirabeau-80360.html,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
The Afternoon of a Faun Etat Libre d'Orange para Hombres y Mujeres,The Afternoon of a Faun de Etat Libre d'Orange es una fragancia de la familia olfativa Aromática Especiada para Hombres y Mujeres. The Afternoon of a Faun se lanzó en 2012. La Nariz detrás de esta fragrancia es Ralf Schwieger.,,,57.09117859,,,,3.97,5,1136,,,,"['siempreviva', 'musgo de roble', 'mirra', 'rosa', 'raíz de lirio', 'incienso', 'pimienta', 'cuero', 'benjuí', 'bergamota', 'canela', 'jazmín']",63.33959181,,69.44487097,100,,,,,,,,,,55.20489529,71.31625556,,57.89145224,88.68017179,,,,,,,,,,52.87697161,,,,,,,,,,,,64.56235035,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://www.fragrantica.es/perfume/Etat-Libre-d-Orange/The-Afternoon-of-a-Faun-15948.html,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
The Ghost In The Shell Etat Libre d'Orange para Hombres y Mujeres,"The Ghost In The Shell de Etat Libre d'Orange es una fragancia de la familia olfativa para Hombres y Mujeres. The Ghost In The Shell se lanzó en 2021. Las Notas de Salida son Aqual, yuzu y Acetato de hexilo; las Notas de Corazón son leche, Piel, jazmín y Mugane; las Notas de Fondo son Orcanox™, Vinil Guayacol y musgo.",75.21934725,,,50.66269254,,,3.86,5,2891,"['Aqual', 'yuzu', 'Acetato de hexilo']","['leche', 'Piel', 'jazmín', 'Mugane']","['Orcanox™', 'Vinil Guayacol', 'musgo']",,,,51.3436957,,,,52.98211643,50.23721912,,,,58.53620297,,,,,,,,,,,,,48.9923306,,,,,,,,,,,,,,,,,100,,,,,,53.51406057,,,,,,,,,,,,,,,,,,52.1311696,,,https://www.fragrantica.es/perfume/Etat-Libre-d-Orange/The-Ghost-In-The-Shell-69412.html,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tilda Swinton Like This Etat Libre d'Orange para Mujeres,Tilda Swinton Like This de Etat Libre d'Orange es una fragancia de la familia olfativa Floral para Mujeres. Tilda Swinton Like This se lanzó en 2010. La Nariz detrás de esta fragrancia es Mathilde Bijaoui.,75.9050471,,,,,47.43121842,3.95,5,3801,,,,"['calabaza', 'siempreviva', 'jengibre', 'naranja tangerina', 'heliotropo', 'almizcle', 'vetiver', 'neroli', 'rosa']",,,99.22789943,100,,,,48.57495789,55.21598353,,,,,,79.48430969,,,,50.50739285,,,,,,,,,,,,,,,,,45.01447377,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://www.fragrantica.es/perfume/Etat-Libre-d-Orange/Tilda-Swinton-Like-This-8893.html,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tom of Finland Etat Libre d'Orange para Hombres,"Tom of Finland de Etat Libre d'Orange es una fragancia de la familia olfativa Amaderada Aromática para Hombres. Tom of Finland se lanzó en 2007. La Nariz detrás de esta fragrancia es Antoine Lie. Las Notas de Salida son aldehídos y limón de Amalfi (lima de Amalfi); las Notas de Corazón son abedul, pino, ciprés, pimienta, geranio y gálbano; las Notas de Fondo son gamuza, vainilla, iris, haba tonka, almizcle, ámbar gris, vetiver y styrax.",,78.04347474,,82.98262955,,,4.06,5,1794,"['aldehídos', 'limón de Amalfi (lima de Amalfi)']","['abedul', 'pino', 'ciprés', 'pimienta', 'geranio', 'gálbano']","['gamuza', 'vainilla', 'iris', 'haba tonka', 'almizcle', 'ámbar gris', 'vetiver', 'styrax']",,,,,,,,,77.13436173,78.21361441,,52.86563827,,,,,,100,65.82858022,,,71.72788994,,,,,,,,,,,52.44085621,,,,,,,,,,,,,,,,57.49854166,,,,,,,,,,,,,,,,,,,,,https://www.fragrantica.es/perfume/Etat-Libre-d-Orange/Tom-of-Finland-4524.html,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
True Lust Rayon Violet De Ses Yeux Etat Libre d'Orange para Hombres y Mujeres,"True Lust Rayon Violet De Ses Yeux de Etat Libre d'Orange es una fragancia de la familia olfativa Cuero para Hombres y Mujeres. True Lust Rayon Violet De Ses Yeux se lanzó en 2015. Las Notas de Salida son violeta, ron, coco, rosa y jengibre; las Notas de Corazón son osmanto (olivo oloroso), ylang-ylang, naranja tangerina, jazmín y lirio de los valles (muguete); las Notas de Fondo son cuero, sándalo, arroz y ámbar gris.",,,,100,,,4.06,5,671,"['violeta', 'ron', 'coco', 'rosa', 'jengibre']","['osmanto (olivo oloroso)', 'ylang-ylang', 'naranja tangerina', 'jazmín', 'lirio de los valles (muguete)']","['cuero', 'sándalo', 'arroz', 'ámbar gris']",,,,69.97034596,72.23134142,,,,,92.19030503,,,83.70965004,93.11077829,,,,69.97034596,,,,,,,,,66.95941291,,,,,,,,,,,,,,,,59.38595177,,,71.23258949,,,,,,,,,,,,,,,,,,,,,,,,https://www.fragrantica.es/perfume/Etat-Libre-d-Orange/True-Lust-Rayon-Violet-De-Ses-Yeux-29397.html,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Une Amourette Roland Mouret Etat Libre d'Orange para Hombres y Mujeres,"Une Amourette Roland Mouret de Etat Libre d'Orange es una fragancia de la familia olfativa Amaderada Aromática para Hombres y Mujeres. Une Amourette Roland Mouret se lanzó en 2017. La Nariz detrás de esta fragrancia es Daniela Andrier. Las Notas de Salida son neroli, pimienta rosa y cardamomo; las Notas de Corazón son iris, pachulí y durazno (melocotón); las Notas de Fondo son Akigalawood, absoluto de vainilla y opopónaco.",53.22941469,,,100,,,3.72,5,1275,"['neroli', 'pimienta rosa', 'cardamomo']","['iris', 'pachulí', 'durazno (melocotón)']","['Akigalawood', 'absoluto de vainilla', 'opopónaco']",,45.65934097,,,62.99217184,,,53.22941469,,56.0396147,,65.73762255,,47.86881127,,,,,,,,45.43191901,,,,,,,,,,97.10546601,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://www.fragrantica.es/perfume/Etat-Libre-d-Orange/Une-Amourette-Roland-Mouret-46517.html,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Vierges et Toreros Etat Libre d'Orange para Hombres,Vierges et Toreros de Etat Libre d'Orange es una fragancia de la familia olfativa Amaderada Especiada para Hombres. Vierges et Toreros se lanzó en 2007. Vierges et Toreros fue creada por Antoine Lie y Antoine Maisondieu.,,65.64325384,98.98987259,77.32832408,,,3.9,5,633,,,,"['cuero', 'nardos', 'nuez moscada', 'cardamomo', 'ylang-ylang', 'pimienta', 'pachulí', 'vetiver', 'almizcle', 'ládano', 'bergamota']",,59.2126756,,84.6586083,,,77.1813133,,,88.97680497,,,,,,,100,,,54.80300555,,,,,,85.44919961,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://www.fragrantica.es/perfume/Etat-Libre-d-Orange/Vierges-et-Toreros-4525.html,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Vraie Blonde Etat Libre d'Orange para Mujeres,Vraie Blonde de Etat Libre d'Orange es una fragancia de la familia olfativa para Mujeres. Vraie Blonde se lanzó en 2006. La Nariz detrás de esta fragrancia es Antoine Maisondieu.,56.24127292,,,73.28350865,,53.66876338,3.72,5,526,,,,"['champaña', 'coñac', 'gamuza', 'aldehídos', 'durazno (melocotón)', 'mirra', 'pimienta blanca', 'pachulí', 'rosa', 'toronja (pomelo)']",,,57.39510885,69.26067529,,,,,,,,,,,,,60.99671529,53.26336157,55.21217602,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100,,,,,,72.23858665,,,,,,,,,,,,,,,https://www.fragrantica.es/perfume/Etat-Libre-d-Orange/Vraie-Blonde-4526.html,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
You Or Someone Like You Etat Libre d'Orange para Hombres y Mujeres,"You Or Someone Like You de Etat Libre d'Orange es una fragancia de la familia olfativa Cítrica Aromática para Hombres y Mujeres. You Or Someone Like You se lanzó en 2017. La Nariz detrás de esta fragrancia es Caroline Sabas. Las Notas de Salida son menta, toronja (pomelo), bergamota y anís; las Notas de Corazón son notas verdes, casis (grosellero negro), rosa y hediona; la Nota de Fondo es almizcle blanco.",55.4769984,69.9029623,56.38782392,,,,4.06,5,4631,"['menta', 'toronja (pomelo)', 'bergamota', 'anís']","['notas verdes', 'casis (grosellero negro)', 'rosa', 'hediona']",['almizcle blanco'],,,,,,,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://www.fragrantica.es/perfume/Etat-Libre-d-Orange/You-Or-Someone-Like-You-43531.html,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
500 Years Etat Libre d'Orange para Hombres y Mujeres,"500 Years de Etat Libre d'Orange es una fragancia de la familia olfativa Oriental Floral para Hombres y Mujeres. 500 Years se lanzó en 2019. Las Notas de Salida son cardamomo, bergamota y azafrán; las Notas de Corazón son rosa turca, geranio y madera de oud; las Notas de Fondo son pachulí, gamuza y Amberwood.",48.55424866,78.91578074,68.79514439,55.3012139,,,3.73,5,987,"['cardamomo', 'bergamota', 'azafrán']","['rosa turca', 'geranio', 'madera de oud']","['pachulí', 'gamuza', 'Amberwood']",,,,,100,,,,,,,,,,80.60242781,44.33725401,,48.55424866,46.8676016,,46.8676016,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://www.fragrantica.es/perfume/Etat-Libre-d-Orange/500-Years-53040.html,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Experimentum Crucis Etat Libre d'Orange para Hombres y Mujeres,"Experimentum Crucis de Etat Libre d'Orange es una fragancia de la familia olfativa Amaderada Aromática para Hombres y Mujeres. Experimentum Crucis se lanzó en 2019. La Nariz detrás de esta fragrancia es Quentin Bisch. Las Notas de Salida son comino, manzana y lichi; las Notas de Corazón son rosa, miel y jazmín; las Notas de Fondo son Akigalawood, pachulí y almizcle.",,,66.87304326,79.42184869,,52.70346612,3.91,5,1751,"['comino', 'manzana', 'lichi']","['rosa', 'miel', 'jazmín']","['Akigalawood', 'pachulí', 'almizcle']",,,,,61.19449817,,,,50.61029402,,,,59.15489724,,100,,,,,64.98392865,62.41835613,,,,,,,,,,,63.71721374,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://www.fragrantica.es/perfume/Etat-Libre-d-Orange/Experimentum-Crucis-54453.html,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Soul Of My Soul Etat Libre d'Orange para Hombres y Mujeres,"Soul Of My Soul de Etat Libre d'Orange es una fragancia de la familia olfativa Oriental Especiada para Hombres y Mujeres. Soul Of My Soul se lanzó en 2020. Las Notas de Salida son bergamota, incienso y pimienta rosa; las Notas de Corazón son gamuza, raíz de lirio y rosa; las Notas de Fondo son sándalo australiano, almizcle, vainilla de Madagascar, benjuí y haba tonka.",56.35620878,,,71.72447998,,,3.71,5,819,"['bergamota', 'incienso', 'pimienta rosa']","['gamuza', 'raíz de lirio', 'rosa']","['sándalo australiano', 'almizcle', 'vainilla de Madagascar', 'benjuí', 'haba tonka']",,,,,61.39380447,,,,84.83367787,100,,62.03039458,,,58.74249411,,,56.13358776,71.74568199,,,66.90897526,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://www.fragrantica.es/perfume/Etat-Libre-d-Orange/Soul-Of-My-Soul-61989.html,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Spice Must Flow Etat Libre d'Orange para Hombres y Mujeres,Spice Must Flow de Etat Libre d'Orange es una fragancia de la familia olfativa Oriental Especiada para Hombres y Mujeres. Spice Must Flow se lanzó en 2019. La Nota de Salida es cardamomo; las Notas de Corazón son rosa turca y jengibre; la Nota de Fondo es incienso.,,45.97384702,,,,,3.85,5,1185,['cardamomo'],"['rosa turca', 'jengibre']",['incienso'],,,,,100,,,,,,,,48.08858268,,90.29555681,,,,67.93222722,,,,,,,,,,51.07339708,,,,63.71766029,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://www.fragrantica.es/perfume/Etat-Libre-d-Orange/Spice-Must-Flow-53041.html,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Blue Talisman Ex Nihilo para Hombres y Mujeres,"Blue Talisman de Ex Nihilo es una fragancia de la familia olfativa para Hombres y Mujeres. Esta fragrancia es nueva. Blue Talisman se lanzó en 2023. La Nariz detrás de esta fragrancia es Jordi Fernández. Las Notas de Salida son pera, bergamota, mandarina y jengibre; las Notas de Corazón son flor de azahar del naranjo y Georgywood; las Notas de Fondo son Ambrofix™, almizcle, Akigalawood y cedro.",100,,,56.57922608,,47.50799897,4.13,5,1615,"['pera', 'bergamota', 'mandarina', 'jengibre']","['flor de azahar del naranjo', 'Georgywood']","['Ambrofix™', 'almizcle', 'Akigalawood', 'cedro']",,,,64.49274797,55.48473227,,,56.32520987,63.77869318,50.37826509,,,,,,,,,,66.08629974,,,,,,,,,,,,52.97929743,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://www.fragrantica.es/perfume/Ex-Nihilo/Blue-Talisman-84224.html,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bois d'Hiver Ex Nihilo para Hombres y Mujeres,"Bois d'Hiver de Ex Nihilo es una fragancia de la familia olfativa Almizcle Amaderado Floral para Hombres y Mujeres. Bois d'Hiver se lanzó en 2014. La Nariz detrás de esta fragrancia es Michel Girard. Las Notas de Salida son cardamomo y pimienta rosa; las Notas de Corazón son extracto de cedro blanco, heliotropo y ciclamen (violeta persa); las Notas de Fondo son pachulí, sándalo, almizcle y cipriol (nagarmota).",,46.60062404,,100,,,3.9,5,305,"['cardamomo', 'pimienta rosa']","['extracto de cedro blanco', 'heliotropo', 'ciclamen (violeta persa)']","['pachulí', 'sándalo', 'almizcle', 'cipriol (nagarmota)']",,49.47248988,,,72.73201592,,,,51.05042161,66.89351808,,,,,,,,,,,52.7231195,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://www.fragrantica.es/perfume/Ex-Nihilo/Bois-d-Hiver-27570.html,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fleur Narcotique Ex Nihilo para Hombres y Mujeres,"Fleur Narcotique de Ex Nihilo es una fragancia de la familia olfativa Floral Frutal para Hombres y Mujeres. Fleur Narcotique se lanzó en 2014. La Nariz detrás de esta fragrancia es Quentin Bisch. Las Notas de Salida son lichi, bergamota y durazno (melocotón); las Notas de Corazón son peonía, flor de azahar del naranjo, jazmín y petalia; las Notas de Fondo son almizcle, musgo y notas amaderadas.",83.61757967,,,55.04136638,,95.47252656,3.67,5,5814,"['lichi', 'bergamota', 'durazno (melocotón)']","['peonía', 'flor de azahar del naranjo', 'jazmín', 'petalia']","['almizcle', 'musgo', 'notas amaderadas']",,,,,,,,100,64.65269735,57.34505311,,,96.58996042,,58.12422412,,,,,88.18937721,,,,,,,,,,,,,,,,,,,,,,57.91076859,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://www.fragrantica.es/perfume/Ex-Nihilo/Fleur-Narcotique-27571.html,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Gold Immortals Ex Nihilo para Hombres y Mujeres,"Gold Immortals de Ex Nihilo es una fragancia de la familia olfativa Oriental Floral para Hombres y Mujeres. Gold Immortals se lanzó en 2020. La Nariz detrás de esta fragrancia es Jordi Fernández. Las Notas de Salida son pera y bergamota; las Notas de Corazón son peonía y Lysylang; las Notas de Fondo son almizcle, ámbar y haba tonka.",81.66223026,,,,,89.66726948,4.03,5,535,"['pera', 'bergamota']","['peonía', 'Lysylang']","['almizcle', 'ámbar', 'haba tonka']",,,65.65072947,81.938168,,,,61.19447718,87.5771122,71.23064575,,,90.59464786,,,,,,100,73.47868493,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://www.fragrantica.es/perfume/Ex-Nihilo/Gold-Immortals-63570.html,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Iris Porcelana Ex Nihilo para Hombres y Mujeres,"Iris Porcelana de Ex Nihilo es una fragancia de la familia olfativa Floral para Hombres y Mujeres. Esta fragrancia es nueva. Iris Porcelana se lanzó en 2022. La Nariz detrás de esta fragrancia es Dalia Izem. La Nota de Salida es hojas de violeta; las Notas de Corazón son iris y rosa; las Notas de Fondo son almizcle, sándalo y cedro.",,,,83.57845571,,,3.94,5,630,['hojas de violeta'],"['iris', 'rosa']","['almizcle', 'sándalo', 'cedro']",,50.8711592,,,,66.90876759,,,71.56166645,100,,82.17810007,,56.08905003,48.97370761,,,,,,,,,,,,,,,57.19599783,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://www.fragrantica.es/perfume/Ex-Nihilo/Iris-Porcelana-71577.html,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Musc Infini Ex Nihilo para Hombres y Mujeres,"Musc Infini de Ex Nihilo es una fragancia de la familia olfativa Oriental para Hombres y Mujeres. Musc Infini se lanzó en 2014. La Nariz detrás de esta fragrancia es Givaudan. Las Notas de Salida son almizcle ambreta, bergamota de Calabria y toronja (pomelo); las Notas de Corazón son almizcle, rosa y pachulí; las Notas de Fondo son almizcle blanco, benjuí, vainilla y haba tonka.",56.66766531,50.20714744,,,,,3.86,5,293,"['almizcle ambreta', 'bergamota de Calabria', 'toronja (pomelo)']","['almizcle', 'rosa', 'pachulí']","['almizcle blanco', 'benjuí', 'vainilla', 'haba tonka']",,,,54.03124331,62.96725872,,,,84.01968757,61.8001284,,,48.47592553,,,,,,82.73143591,,,100,,,,,,,50.62957415,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://www.fragrantica.es/perfume/Ex-Nihilo/Musc-Infini-27568.html,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Santal Calling Ex Nihilo para Hombres y Mujeres,"Santal Calling de Ex Nihilo es una fragancia de la familia olfativa Amaderada para Hombres y Mujeres. Esta fragrancia es nueva. Santal Calling se lanzó en 2022. La Nariz detrás de esta fragrancia es Antoine Maisondieu. La Nota de Salida es nuez moscada; las Notas de Corazón son leche y iris; las Notas de Fondo son sándalo, almizcle y vainilla.",,,49.66560163,89.89325394,,,4.03,5,636,['nuez moscada'],"['leche', 'iris']","['sándalo', 'almizcle', 'vainilla']",,,,,51.30854695,,,,63.35705468,100,,63.10834362,,46.55399027,,,,,,,,46.18074214,,,,,,,,,,,,,,,,,,,,,60.69348631,,,,,,,,,,,,,,,,,,,,,,,,,,,https://www.fragrantica.es/perfume/Ex-Nihilo/Santal-Calling-75961.html,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Venenum Kiss Ex Nihilo para Hombres y Mujeres,"Venenum Kiss de Ex Nihilo es una fragancia de la familia olfativa para Hombres y Mujeres. Venenum Kiss se lanzó en 2015. La Nariz detrás de esta fragrancia es Quentin Bisch. Las Notas de Salida son azafrán, nuez moscada y neroli; las Notas de Corazón son rosa, ámbar y abrótano; las Notas de Fondo son vainilla, sándalo y styrax.",,,86.18150949,73.13921089,,,3.98,5,665,"['azafrán', 'nuez moscada', 'neroli']","['rosa', 'ámbar', 'abrótano']","['vainilla', 'sándalo', 'styrax']",,,,,88.68181412,,,,,70.51494301,,,58.2425813,,83.93936686,54.84837654,,,100,,,69.9997563,,,,,,,,,,,,,,54.09094971,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://www.fragrantica.es/perfume/Ex-Nihilo/Venenum-Kiss-31090.html,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
